"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","sp_sar","richness","n_ind","simpson_diver","shannon_diver","n_rows","scale_type","record"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","regional",6.4e+07,NA,"obs",131,266,3.2e+08,0.988818757,5.086057837,62,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","regional",3.2e+07,NA,"obs",123,224,1.6e+08,0.987805713,4.933831456,62,"ecological_scale","m2"
"Lang, Simone I.; Cornelissen, Johannes H. C.; Hoelzer, Adam; ter Braak, Cajo J. F.; Ahrens, Matthias; Callaghan, Terry V.; Aerts, Rien","Determinants of cryptogam composition and diversity in Sphagnum-dominated peatlands: the importance of temporal, spatial and functional scales","10.1111/j.1365-2745.2008.01472.x","JOURNAL OF ECOLOGY","palustrine wetland","Europe","regional",1.25,6,"obs",0,1,6.25,0.995665777,5.557392448,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","shrubland","Europe","regional",1e+08,NA,"obs",136,298,5e+08,0.991867607,5.262065294,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","shrubland","Europe","regional",5e+09,NA,"obs",179,796,2.5e+10,0.997406054,6.302287453,62,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","shrubland","Europe","regional",6.4e+07,NA,"obs",131,266,3.2e+08,0.993089982,5.263251217,62,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","shrubland","Europe","regional",3.2e+07,NA,"obs",123,224,1.6e+08,0.991714414,5.103528859,62,"ecological_scale","m2"
"McLaughlin, Blair C.; Blakey, Rachel; Weitz, Andrew P.; Feng, Xue; Brown, Brittni J.; Ackerly, David D.; Dawson, Todd E.; Thompson, Sally E.","Weather underground: Subsurface hydrologic processes mediate tree vulnerability to extreme climatic drought","10.1111/gcb.15026","GLOBAL CHANGE BIOLOGY","forest","North America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Perelman, Susana B.; Chaneton, Enrique J.; Batista, William B.; Burkart, Silvia E.; Leon, Rolando J. C.","Habitat stress, species pool size and biotic resistance influence exotic plant richness in the Flooding Pampa grasslands","10.1111/j.1365-2745.2007.01255.x","JOURNAL OF ECOLOGY","grassland","South America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Perronne, Remi; Le Corre, Valerie; Bretagnolle, Vincent; Gaba, Sabrina","Stochastic processes and crop types shape weed community assembly in arable fields","10.1111/jvs.12238","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Safford, HD; Harrison, S","Fire effects on plant diversity in serpentine vs. sandstone chaparral","10.1890/03-0039","ECOLOGY","shrubland","North America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","regional",4.5e+07,NA,"obs",127,244,2.25e+08,0.991819751,5.133488231,62,"ecological_scale","m2"
"Kessler, Michael; Salazar, Laura; Homeier, Juergen; Kluge, Juergen","Species richness-productivity relationships of tropical terrestrial ferns at regional and local scales","10.1111/1365-2745.12299","JOURNAL OF ECOLOGY","forest","South America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Yang, Hao; Auerswald, Karl; Bai, Yongfei; Wittmer, Maximilian H. O. M.; Schnyder, Hans","Variation in carbon isotope discrimination in Cleistogenes squarrosa (Trin.) Keng: patterns and drivers at tiller, local, catchment, and regional scales","10.1093/jxb/err102","JOURNAL OF EXPERIMENTAL BOTANY","grassland","Asia","regional",2e+05,NA,"obs",67,61,1e+06,0.974212299,3.860571394,62,"ecological_scale","m2"
"Zuleta, Daniel; Benavides, Ana M.; Lopez-Rios, Victor; Duque, Alvaro","Local and regional determinants of vascular epiphyte mortality in the Andean mountains of Colombia","10.1111/1365-2745.12563","JOURNAL OF ECOLOGY","forest","South America","regional",1e+06,NA,"obs",85,93,5e+06,0.974801597,4.106591593,62,"ecological_scale","m2"
"Bernard-Verdier, Maud; Hulme, Philip E.","Alien plants can be associated with a decrease in local and regional native richness even when at low abundance","10.1111/1365-2745.13124","JOURNAL OF ECOLOGY","grassland","Oceania","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Harrison, Susan; Grace, James B.","Biogeographic affinity helps explain productivity-richness relationships at regional and local scales","10.1086/519010","AMERICAN NATURALIST","multiple","North America","regional",8.1e+07,NA,"obs",133,283,4.05e+08,0.992965308,5.304109107,62,"ecological_scale","m2"
"Harrison, Susan; Grace, James B.","Biogeographic affinity helps explain productivity-richness relationships at regional and local scales","10.1086/519010","AMERICAN NATURALIST","multiple","North America","regional",5.31e+09,NA,"obs",179,808,2.65e+10,0.99705754,6.275545068,62,"ecological_scale","m2"
"Arellano, Gabriel; Tello, J. Sebastian; Jorgensen, Peter M.; Fuentes, Alfredo F.; Isabel Loza, M.; Torrez, Vania; Macia, Manuel J.","Disentangling environmental and spatial processes of community assembly in tropical forests from local to regional scales","10.1111/oik.02426","OIKOS","forest","South America","regional",1.76e+10,NA,"obs",193,1091,8.82e+10,0.998199734,6.640131241,62,"ecological_scale","m2"
"Freestone, AL; Harrison, S","Regional enrichment of local assemblages is robust to variation in local productivity, abiotic gradients, and heterogeneity","10.1111/j.1461-0248.2005.00849.x","ECOLOGY LETTERS","palustrine wetland","North America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Puhl, L. E.; Perelman, S. B.; Batista, W. B.; Burkart, S. E.; Leon, R. J. C.","Local and regional long-termdiversity changes and biotic homogenization in two temperate grasslands","10.1111/jvs.12179","JOURNAL OF VEGETATION SCIENCE","grassland","South America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Endara, Maria-Jose; Soule, Abrianna J.; Forrister, Dale L.; Dexter, Kyle G.; Pennington, R. Toby; Nicholls, James A.; Loiseau, Oriane; Kursar, Thomas A.; Coley, Phyllis D.","The role of plant secondary metabolites in shaping regional and local plant community assembly","10.1111/1365-2745.13646","JOURNAL OF ECOLOGY","forest","South America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Forey, Estelle; Lortie, Christopher J.; Michalet, Richard","Spatial patterns of association at local and regional scales in coastal sand dune communities","10.1111/j.1654-1103.2009.01095.x","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","regional",NA,240,"obs",NA,NA,NA,NA,NA,62,"ecological_scale","km"
"Haas, Sarah E.; Cushman, J. Hall; Dillon, Whalen W.; Rank, Nathan E.; Rizzo, David M.; Meentemeyer, Ross K.","Effects of individual, community, and landscape drivers on the dynamics of a wildland forest epidemic","10.1890/15-0767.1","ECOLOGY","forest","North America","regional",2.75e+08,NA,"obs",147,384,1.38e+09,0.994293955,5.547418194,62,"ecological_scale","m2"
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","regional",15000,NA,"obs",39,31,75000,0.932541348,3.060762833,62,"ecological_scale","m2"
"Zulueta, Rommel C.; Oechel, Walter C.; Loescher, Henry W.; Lawrence, William T.; Paw U, Kyaw That","Aircraft-derived regional scale CO2 fluxes from vegetated drained thaw-lake basins and interstitial tundra on the Arctic Coastal Plain of Alaska","10.1111/j.1365-2486.2011.02433.x","GLOBAL CHANGE BIOLOGY","desert and tundra","North America","regional",1.8e+09,NA,"obs",167,616,9.01e+09,0.996602826,6.050288611,62,"ecological_scale","m2"
"Cheng, Junhui; Chu, Pengfei; Chen, Dima; Bai, Yongfei","Functional correlations between specific leaf area and specific root length along a regional environmental gradient in Inner Mongolia grasslands","10.1111/1365-2435.12569","FUNCTIONAL ECOLOGY","grassland","Asia","regional",NA,2000,"obs",NA,NA,NA,NA,NA,62,"ecological_scale","km"
"Hamilton, MA; Murray, BR; Cadotte, MW; Hose, GC; Baker, AC; Harris, CJ; Licari, D","Life-history correlates of plant invasiveness at regional and continental scales","10.1111/j.1461-0248.2005.00809.x","ECOLOGY LETTERS","forest","Oceania","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","desert and tundra","North America","site",43000,NA,"obs",51,41,215000,0.946106872,3.260811426,72,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","desert and tundra","North America","site",96000,NA,"obs",59,51,480000,0.967821636,3.64157148,72,"method_scale","m2"
"Le Moullec, Mathilde; Sandal, Lisa; Grotan, Vidar; Buchwal, Agata; Hansen, Brage Bremset","Climate synchronises shrub growth across a high-arctic archipelago: contrasting implications of summer and winter warming","10.1111/oik.07059","OIKOS","desert and tundra","Europe","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Virtanen, Risto; Oksanen, Jari; Oksanen, Lauri; Razzhivin, Vladimir Yu","Broad-scale vegetation-environment relationships in Eurasian high-latitude areas","10.1111/j.1654-1103.2006.tb02473.x","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Tewksbury, JJ; Lloyd, JD","Positive interactions under nurse-plants: spatial scale, stress gradients and benefactor size","10.1007/s004420000614","OECOLOGIA","desert and tundra","North America","site",10000,NA,"obs",35,28,50000,0.931670943,2.948416673,72,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","forest","Central America","site",5e+05,NA,"obs",78,78,2500000,0.97584504,4.015980613,72,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","forest","Central America","site",25,NA,"obs",0,5,125,0.783360012,1.570829212,72,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","forest","Central America","site",250000,NA,"obs",70,65,1250000,0.971779009,3.840946311,72,"method_scale","m2"
"Kobe, Richard K.; Vriesendorp, Corine F.","Conspecific density dependence in seedlings varies with species shade tolerance in a wet tropical forest","10.1111/j.1461-0248.2011.01612.x","ECOLOGY LETTERS","forest","Central America","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Thomas, Frank M.; Krug, Katharina; Zoldan, Joerg; Schroeck, Hans-Werner","Long-term effects of liming on the species composition of the herb layer in temperate Central-European forests","10.1016/j.foreco.2019.01.026","FOREST ECOLOGY AND MANAGEMENT","forest","Europe","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Greenwood, Sarah; Chen, Jan-Chang; Chen, Chaur-Tzuhn; Jump, Alistair S.","Temperature and sheltering determine patterns of seedling establishment in an advancing subtropical treeline","10.1111/jvs.12269","JOURNAL OF VEGETATION SCIENCE","forest","Asia","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Peters, Jennifer M. R.; Lopez, Rosana; Nolf, Markus; Hutley, Lindsay B.; Wardlaw, Tim; Cernusak, Lucas A.; Choat, Brendan","Living on the edge: A continental-scale assessment of forest vulnerability to drought","10.1111/gcb.15641","GLOBAL CHANGE BIOLOGY","forest","Oceania","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Hevia, Violeta; Carmona, Carlos P.; Azcarate, Francisco M.; Torralba, Mario; Alcorlo, Paloma; Arino, Ruben; Lozano, Jorge; Castro-Cobo, Sara; Gonzalez, Jose A.","Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape","10.1007/s00442-015-3512-2","OECOLOGIA","forest","Europe","site",10000,NA,"obs",35,28,50000,0.950972942,3.161435405,72,"method_scale","m2"
"Siefert, Andrew","Spatial patterns of functional divergence in old-field plant communities","10.1111/j.1600-0706.2011.19706.x","OIKOS","grassland","North America","site",1500000,NA,"obs",90,103,7500000,0.978981928,4.267150143,72,"method_scale","m2"
"Davies, Andrew B.; Robertson, Mark P.; Levick, Shaun R.; Asner, Gregory P.; van Rensburg, Berndt J.; Parr, Catherine L.","Variable effects of termite mounds on African savanna grass communities across a rainfall gradient","10.1111/jvs.12200","JOURNAL OF VEGETATION SCIENCE","grassland","Africa","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Neuenkamp, Lena; Moora, Mari; Opik, Maarja; Davison, John; Gerz, Maret; Mannisto, Minna; Jairus, Teele; Vasar, Martti; Zobel, Martin","The role of plant mycorrhizal type and status in modulating the relationship between plant and arbuscular mycorrhizal fungal communities","10.1111/nph.14995","NEW PHYTOLOGIST","grassland","Europe","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Peters, Jennifer M. R.; Lopez, Rosana; Nolf, Markus; Hutley, Lindsay B.; Wardlaw, Tim; Cernusak, Lucas A.; Choat, Brendan","Living on the edge: A continental-scale assessment of forest vulnerability to drought","10.1111/gcb.15641","GLOBAL CHANGE BIOLOGY","grassland","Oceania","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Jacquemyn, Hans; Brys, Rein; Merckx, Vincent S. F. T.; Waud, Michael; Lievens, Bart; Wiegand, Thorsten","Coexisting orchid species have distinct mycorrhizal communities and display strong spatial segregation","10.1111/nph.12640","NEW PHYTOLOGIST","grassland","Europe","site",NA,NA,"obs",NA,NA,NA,NA,NA,72,"method_scale",NA
"Bergamin, Rodrigo Scarton; Ascensao, Fernando; Capinha, Cesar; Bastazini, Vinicius Augusto Galvao; Andrade, Bianca Ott; Boldrini, Ilsi Iob; Lezama, Felipe; Altesor, Alice; Perelman, Susana; Overbeck, Gerhard Ernst","Native and alien grassland diversity respond differently to environmental and anthropogenic drivers across spatial scales","10.1111/jvs.13133","JOURNAL OF VEGETATION SCIENCE","grassland","South America","site",5000,NA,"obs",27,23,25000,0.92287728,2.807983296,72,"method_scale","m2"
"Plue, Jan; Cousins, Sara A. O.","Temporal dispersal in fragmented landscapes","10.1016/j.biocon.2013.02.010","BIOLOGICAL CONSERVATION","grassland","Europe","site",2.5e+07,NA,"obs",120,210,1.25e+08,0.991422608,5.047290133,72,"method_scale","m2"
"Steffan-Dewenter, I","Importance of habitat area and landscape context for species richness of bees and wasps in fragmented orchard meadows","10.1046/j.1523-1739.2003.01575.x","CONSERVATION BIOLOGY","grassland","Europe","site",800,NA,"obs",7,14,4000,0.894422276,2.422463073,72,"method_scale","m2"
"Steffan-Dewenter, I","Importance of habitat area and landscape context for species richness of bees and wasps in fragmented orchard meadows","10.1046/j.1523-1739.2003.01575.x","CONSERVATION BIOLOGY","grassland","Europe","site",58000,NA,"obs",54,45,290000,0.958861747,3.463522104,72,"method_scale","m2"
